ps excitado a 230 los demas a 259								
								
								
								
8								
4096								
PS 5%naf DeltaDiode:329.9964(2)	PS 5%naf DeltaDiode:329.9964(2)	Pulso DeltaDiode:259.9963	PS DeltaDiode:329.9964(2)	5 Cef3 DeltaDiode:329.9964(2)	10 CeF3 DeltaDiode:329.9964(2)	10 NF DeltaDiode:329.9964(2)	15 NF DeltaDiode:329.9964(2)	20 NF DeltaDiode:329.9964(2)
X	Y	Y	Y	Y	Y	Y	Y	Y
620.30896	29	1	10	9	11	23	18	22
620.5158	31	0	7	13	9	24	18	14
620.722656	24	0	5	7	13	23	24	21
620.9295	29	1	13	7	12	22	21	18
621.136353	28	0	10	11	12	24	17	18
621.3432	29	1	7	8	11	30	23	20
621.55	36	0	12	14	14	23	18	15
621.756836	27	0	5	8	14	31	20	19
621.9637	30	0	3	9	6	20	22	21
622.170532	31	0	6	16	9	28	17	18
622.3774	33	1	10	6	10	27	25	27
622.5842	23	0	11	8	8	30	17	15
622.7911	35	2	5	10	12	23	12	18
622.997864	24	0	7	4	3	29	21	14
623.2047	34	1	9	9	15	21	28	19
623.41156	32	1	4	4	11	23	30	19
623.6184	30	0	6	11	13	33	21	25
623.825256	14	1	6	8	7	30	23	23
624.0321	17	0	3	11	12	24	32	18
624.2389	23	0	7	9	12	21	17	21
624.44574	32	1	10	11	12	25	18	17
624.6526	25	0	7	15	7	26	34	21
624.859436	30	1	4	9	9	35	30	28
625.0663	24	0	12	10	6	21	18	13
625.273132	22	0	8	6	13	36	28	23
625.48	18	0	10	8	11	23	21	31
625.686768	24	0	5	9	6	26	17	13
625.8936	30	0	4	9	9	22	22	22
626.100464	23	0	5	8	10	29	17	18
626.3073	35	1	7	14	9	27	23	17
626.51416	32	0	10	9	9	35	27	18
626.721	24	0	11	1	20	22	27	25
626.9278	30	2	6	9	11	31	15	28
627.134644	30	0	5	9	10	22	15	24
627.3415	27	0	8	7	15	16	22	24
627.54834	27	0	13	5	11	32	19	20
627.7552	24	0	5	1	11	22	29	17
627.962036	34	0	6	9	15	26	25	25
628.1688	35	0	5	10	17	32	29	15
628.3757	22	0	9	9	11	21	21	17
628.5825	28	0	10	15	12	28	21	22
628.789368	29	0	9	5	7	25	24	16
628.9962	29	0	9	13	10	30	23	21
629.203064	28	3	2	11	11	24	27	28
629.4099	20	0	7	10	10	21	20	22
629.6167	27	0	6	10	17	23	13	16
629.823547	34	0	5	10	7	19	20	22
630.0304	24	0	7	10	9	22	15	24
630.237244	22	1	3	6	14	27	14	21
630.4441	27	0	5	5	8	30	22	16
630.65094	26	0	7	2	7	22	19	21
630.8577	33	0	6	9	10	18	19	14
631.0646	29	1	6	6	9	21	15	16
631.2714	30	0	5	12	10	28	32	17
631.4783	33	0	4	4	4	35	24	21
631.6851	32	0	8	6	4	19	30	22
631.891968	25	1	6	8	11	21	27	31
632.098755	27	0	5	7	10	15	23	21
632.3056	31	0	11	9	7	29	25	23
632.512451	31	0	5	13	4	28	16	26
632.7193	29	0	11	13	11	23	17	16
632.926147	24	1	5	8	14	20	22	14
633.133	22	1	6	10	5	25	29	26
633.339844	18	1	7	11	9	23	28	19
633.546631	29	1	3	13	7	25	23	27
633.7535	34	0	7	10	11	30	23	15
633.9603	26	0	10	6	8	21	32	28
634.1672	37	0	8	5	12	26	13	17
634.374	30	0	6	10	14	27	21	18
634.5809	28	1	6	11	8	25	25	22
634.787659	20	0	4	5	10	26	21	18
634.9945	29	0	2	8	10	22	22	19
635.201355	36	0	1	8	9	26	22	16
635.4082	22	0	5	4	21	24	15	20
635.615051	24	0	5	5	12	28	27	20
635.8219	30	0	7	3	9	30	21	17
636.028748	23	0	8	8	8	17	22	17
636.235535	21	0	3	4	9	17	17	13
636.4424	26	0	5	8	8	27	19	20
636.649231	24	0	6	9	9	20	24	20
636.8561	32	0	7	9	7	24	34	20
637.0629	20	0	7	5	15	28	22	15
637.2698	30	0	16	12	8	22	12	17
637.476563	26	1	6	6	11	21	17	16
637.6834	25	1	9	11	9	19	23	24
637.890259	20	0	11	7	3	26	17	22
638.0971	25	0	12	10	8	28	21	18
638.303955	24	1	10	2	11	15	20	18
638.5108	24	0	6	5	16	21	14	25
638.717651	26	0	13	10	12	27	18	13
638.924438	37	0	9	8	7	31	26	32
639.1313	39	0	11	10	10	26	22	25
639.338135	24	0	7	8	10	27	21	21
639.545	29	0	7	6	6	37	18	13
639.751831	25	1	11	9	8	26	19	16
639.9587	28	0	8	10	9	20	19	24
640.165466	29	0	5	8	6	28	20	18
640.3723	35	0	12	10	7	27	21	19
640.579163	27	0	11	7	6	24	20	13
640.786	39	0	13	6	11	22	21	13
640.992859	31	0	7	12	8	36	17	16
641.1997	32	1	6	10	10	31	17	20
641.4065	34	0	7	13	10	32	22	27
641.613342	24	0	9	11	15	21	15	17
641.8202	26	1	5	8	10	21	21	21
642.027039	22	0	12	6	16	27	14	26
642.2339	26	1	9	7	12	20	16	24
642.440735	25	0	7	4	7	32	23	20
642.6476	26	0	3	5	13	42	29	28
642.8544	30	0	8	8	8	21	16	22
643.0612	24	0	6	7	4	22	24	17
643.268066	27	1	7	8	11	30	20	19
643.4749	30	0	7	6	11	26	11	18
643.681763	22	0	6	6	9	22	21	22
643.8886	33	1	5	8	9	23	21	27
644.0954	23	0	9	8	6	27	26	23
644.302246	24	1	7	7	4	23	23	19
644.5091	23	0	12	12	6	25	19	17
644.715942	19	0	7	8	7	30	16	14
644.9228	25	0	9	7	7	27	16	25
645.129639	27	0	7	6	9	30	25	19
645.3364	18	0	5	5	16	34	28	14
645.5433	29	0	5	7	15	25	29	15
645.7501	27	1	6	9	8	35	19	21
645.957	22	0	7	10	9	29	11	12
646.1638	23	0	7	10	9	16	26	16
646.370667	24	0	13	15	13	25	20	21
646.5775	22	0	7	8	9	32	22	26
646.7843	41	0	8	6	4	26	14	15
646.99115	23	1	8	9	8	21	14	20
647.198	28	1	10	12	8	20	20	11
647.404846	30	0	9	8	2	25	20	12
647.6117	17	0	14	9	12	37	21	15
647.818542	27	0	6	10	11	23	11	14
648.0253	20	0	8	4	8	24	20	20
648.2322	19	0	6	8	15	27	11	19
648.439	32	0	4	14	11	23	24	20
648.6459	21	0	7	5	9	23	21	14
648.8527	24	1	5	6	9	22	22	22
649.0596	24	1	12	10	7	23	17	20
649.2664	23	0	8	10	10	24	20	19
649.4732	26	0	10	7	13	19	19	22
649.680054	32	1	5	9	7	20	23	20
649.8869	31	0	14	8	12	22	24	22
650.09375	25	0	10	7	11	26	26	18
650.3006	30	2	6	6	8	24	16	12
650.507446	27	1	12	8	9	29	24	26
650.714233	26	0	7	11	13	19	21	23
650.9211	28	1	7	7	12	25	19	21
651.1279	16	1	16	5	9	26	24	19
651.3348	25	0	6	4	6	26	17	25
651.5416	21	2	4	13	10	16	26	16
651.7485	22	1	8	5	10	27	17	15
651.9553	34	1	1	12	8	24	16	21
652.1621	22	0	9	6	10	22	9	23
652.368958	27	1	9	10	8	28	17	19
652.5758	30	0	3	9	14	24	15	20
652.782654	29	0	7	9	14	19	21	14
652.9895	30	0	6	6	9	16	18	14
653.19635	15	0	9	15	4	21	18	19
653.403137	21	1	8	4	11	24	20	11
653.61	18	0	4	8	13	25	22	19
653.816833	24	0	10	7	9	23	22	18
654.0237	25	2	9	7	14	29	14	23
654.2305	29	0	5	7	5	20	20	20
654.4374	27	0	8	8	10	25	21	22
654.644165	24	1	7	5	7	22	19	27
654.851	24	1	9	6	7	25	22	25
655.057861	20	0	12	4	8	25	22	17
655.2647	30	0	4	12	10	24	18	11
655.471558	31	0	3	11	14	27	17	18
655.6784	16	0	7	8	12	19	19	22
655.885254	31	0	11	10	5	27	14	19
656.092041	29	0	7	5	15	24	21	29
656.2989	24	0	6	7	12	27	17	24
656.505737	26	0	12	10	8	23	20	14
656.7126	23	0	5	10	7	19	17	14
656.919434	21	2	11	13	14	24	15	13
657.1263	31	0	4	7	11	20	25	18
657.333069	25	1	5	7	14	28	19	18
657.5399	22	0	10	11	11	20	22	18
657.746765	27	1	9	5	11	16	20	19
657.9536	22	0	5	5	10	13	22	19
658.160461	26	0	7	11	14	22	23	28
658.3673	26	0	11	13	10	24	18	12
658.5741	27	0	14	8	16	28	18	15
658.780945	31	1	8	6	12	27	24	18
658.9878	17	1	7	6	8	15	17	15
659.194641	21	0	2	12	9	17	20	16
659.4015	25	0	5	5	10	15	19	22
659.608337	29	0	6	9	8	16	11	19
659.8152	28	1	8	11	9	27	24	13
660.022	26	2	5	4	9	27	17	16
660.2288	24	0	10	8	10	20	20	17
660.435669	18	0	6	10	10	19	14	17
660.6425	22	1	5	10	5	15	18	16
660.849365	21	0	9	10	8	22	19	20
661.0562	25	0	3	7	12	17	21	18
661.263	28	0	7	10	12	24	24	13
661.469849	23	1	6	5	15	23	12	15
661.6767	21	0	8	12	5	17	16	17
661.883545	19	0	4	12	6	10	16	12
662.0904	24	0	11	12	11	16	15	14
662.297241	22	0	6	11	15	25	13	22
662.5041	26	0	4	7	8	20	22	17
662.7109	30	0	6	7	12	30	18	14
662.9177	17	2	10	9	15	20	11	14
663.1246	29	0	7	10	6	18	24	15
663.3314	28	1	14	10	9	23	24	16
663.538269	29	0	8	10	7	25	26	20
663.7451	20	0	10	7	13	26	15	16
663.9519	19	1	13	2	10	23	18	17
664.158752	17	0	8	9	4	19	15	13
664.3656	31	0	8	10	9	22	30	24
664.572449	25	0	7	10	8	17	17	20
664.7793	23	0	8	6	6	24	22	20
664.986145	18	0	6	9	14	23	17	17
665.193	24	3	4	10	8	21	16	13
665.3998	16	2	6	8	8	21	20	16
665.6066	27	0	5	6	9	17	19	23
665.8135	24	2	7	3	19	19	19	18
666.0203	28	0	4	7	14	24	20	20
666.2272	22	0	5	9	14	21	16	20
666.434	25	0	3	4	10	9	18	23
666.6408	27	1	5	11	8	20	25	17
666.847656	13	1	11	5	4	25	20	20
667.0545	27	1	4	13	15	25	31	13
667.261353	21	0	9	9	10	16	16	15
667.4682	25	0	4	7	8	30	18	17
667.675049	27	0	7	11	7	20	17	15
667.881836	24	0	8	6	5	26	18	20
668.0887	19	0	8	7	10	16	26	23
668.295532	33	0	7	2	13	26	22	17
668.5024	23	0	7	6	8	25	20	19
668.7092	23	1	10	8	8	29	21	14
668.9161	28	0	5	8	8	30	11	19
669.1229	15	0	7	5	9	27	17	14
669.3297	33	1	5	7	17	23	17	19
669.53656	23	1	5	7	13	24	24	12
669.7434	21	0	6	10	12	25	14	25
669.950256	24	0	10	5	8	28	17	12
670.1571	28	0	6	13	3	17	14	22
670.363953	28	0	8	9	7	19	14	18
670.57074	27	0	9	12	15	27	27	13
670.7776	24	0	8	14	11	28	23	26
670.984436	20	2	7	6	5	21	17	14
671.1913	27	0	7	3	10	27	17	21
671.398132	29	0	5	6	10	21	15	11
671.605	22	0	9	12	7	15	16	18
671.811768	25	0	4	15	8	23	14	18
672.0186	23	0	6	4	8	23	19	14
672.225464	32	0	6	14	11	24	19	17
672.4323	16	1	8	9	11	12	19	14
672.63916	27	0	5	8	9	32	19	17
672.846	24	0	11	9	13	25	18	21
673.052856	23	1	6	10	8	17	7	16
673.259644	19	0	9	2	8	24	22	18
673.4665	20	0	13	16	9	17	24	28
673.67334	16	0	9	9	17	20	15	8
673.8802	28	2	5	5	9	19	26	18
674.087036	24	0	10	5	11	27	18	25
674.2939	17	0	7	12	9	18	25	18
674.5007	20	1	9	8	14	26	18	14
674.7075	19	0	12	8	9	22	24	13
674.914368	19	0	7	5	7	33	25	22
675.1212	20	1	10	8	7	18	18	19
675.328064	14	1	9	7	11	21	18	21
675.5349	27	1	9	6	12	15	15	24
675.74176	27	0	2	7	7	23	19	12
675.948547	16	1	8	6	10	21	15	16
676.1554	26	0	10	10	6	27	20	17
676.362244	22	0	5	9	5	14	16	22
676.5691	17	1	7	11	14	17	15	14
676.77594	16	0	5	9	8	20	13	10
676.9828	19	0	7	11	10	19	12	21
677.1896	25	0	8	11	12	32	14	16
677.3964	20	0	4	5	7	16	17	19
677.6033	24	0	7	5	12	19	19	11
677.8101	29	0	6	8	5	21	19	11
678.016968	22	2	7	13	8	20	15	17
678.2238	22	2	7	6	7	24	15	27
678.430664	15	0	4	11	8	19	16	16
678.637451	19	0	8	14	9	24	14	15
678.8443	24	0	2	5	12	19	18	15
679.051147	24	0	4	12	6	20	20	23
679.258	25	0	12	8	14	21	23	16
679.464844	24	1	8	7	17	15	17	17
679.6717	26	1	8	5	13	12	16	21
679.8785	21	1	7	7	6	22	26	13
680.0853	21	1	9	8	8	40	17	20
680.2922	24	0	8	6	9	24	16	21
680.499	16	0	9	5	8	30	18	21
680.7059	18	0	6	8	12	24	22	27
680.9127	23	0	5	13	5	20	19	18
681.1195	20	0	8	9	13	23	12	20
681.326355	28	0	9	6	6	19	13	12
681.5332	16	1	5	7	10	27	15	13
681.740051	25	1	6	7	5	19	21	16
681.9469	28	0	6	6	13	22	24	15
682.153748	20	1	5	7	8	25	20	13
682.3606	22	1	7	9	5	19	21	17
682.5674	18	0	5	9	11	29	14	22
682.774231	27	1	7	6	10	19	15	12
682.9811	19	0	10	6	7	16	19	15
683.1879	23	0	9	8	13	20	11	20
683.3948	28	0	4	10	9	17	15	12
683.6016	26	0	7	11	11	14	15	12
683.8084	19	1	6	11	10	15	26	13
684.015259	24	0	4	5	12	17	23	17
684.2221	25	1	8	11	16	18	23	17
684.428955	27	0	4	12	10	17	19	18
684.6358	36	0	10	7	6	24	18	11
684.842651	21	0	7	2	8	21	8	11
685.049438	32	1	7	10	12	19	16	17
685.2563	19	0	4	8	15	16	19	8
685.463135	22	0	7	9	7	18	16	23
685.67	18	0	10	11	8	27	10	22
685.876831	23	1	11	7	13	16	11	17
686.0837	31	0	7	4	15	20	13	22
686.2905	24	0	5	17	13	16	11	12
686.4973	16	0	2	10	4	25	14	18
686.704163	24	0	8	9	8	16	25	16
686.911	21	0	9	6	4	21	24	14
687.117859	21	0	12	3	8	18	17	7
687.3247	21	0	6	11	9	25	19	7
687.531555	32	0	5	6	11	24	16	16
687.738342	24	0	9	2	7	27	15	17
687.9452	26	0	10	8	8	27	19	23
688.152039	27	1	5	4	11	24	12	13
688.3589	14	0	6	10	10	19	13	16
688.565735	12	0	5	11	10	14	16	17
688.7726	12	0	10	11	4	19	17	15
688.979431	27	1	3	5	16	23	14	12
689.1862	20	1	8	13	8	19	26	14
689.393066	19	0	7	8	5	26	9	14
689.5999	16	1	11	5	16	16	12	16
689.806763	24	1	7	6	9	23	20	10
690.0136	25	1	9	7	10	14	17	17
690.220459	15	0	10	12	12	23	14	10
690.427246	19	3	6	5	7	16	21	15
690.6341	20	0	7	5	11	12	23	15
690.840942	23	1	7	10	6	19	17	15
691.0478	17	1	6	7	10	20	12	15
691.254639	22	0	3	7	6	16	13	16
691.4615	16	0	8	5	6	22	15	14
691.668335	28	0	4	10	16	21	10	13
691.8751	20	0	6	8	6	19	15	21
692.082	20	0	4	12	3	22	19	22
692.2888	23	0	8	8	8	18	18	8
692.495667	29	0	7	5	13	17	12	15
692.7025	20	1	8	10	11	22	15	24
692.909363	21	0	7	11	5	16	15	17
693.11615	22	0	8	16	5	12	19	13
693.323	19	3	3	8	9	23	13	20
693.529846	14	0	7	10	11	22	18	15
693.7367	19	4	5	8	7	24	11	15
693.943542	19	1	7	9	9	29	20	12
694.1504	21	1	7	11	6	25	16	11
694.3572	18	1	8	4	6	24	12	17
694.564	15	0	7	8	14	23	11	15
694.7709	21	1	4	10	7	27	20	11
694.9777	17	0	5	8	8	17	14	13
695.1846	23	0	5	12	7	16	18	10
695.3914	21	0	9	9	7	16	21	21
695.598267	25	0	11	8	14	17	10	16
695.805054	25	1	7	11	16	16	12	19
696.0119	27	0	8	8	10	26	22	14
696.21875	26	0	2	10	19	17	9	18
696.4256	20	0	12	4	9	18	16	16
696.632446	13	0	3	8	10	18	10	14
696.8393	17	0	8	9	10	20	23	14
697.0461	18	0	6	7	9	14	16	9
697.2529	20	1	9	12	8	20	18	16
697.4598	24	0	4	9	11	23	14	16
697.6666	20	0	7	6	12	17	17	11
697.8735	15	2	10	7	5	24	21	17
698.0803	16	0	9	10	14	20	15	17
698.2871	14	0	4	11	5	22	15	15
698.493958	20	1	10	5	10	20	17	17
698.7008	21	1	9	11	8	17	15	17
698.907654	13	0	3	7	7	21	13	15
699.1145	14	1	5	4	11	21	22	13
699.32135	21	0	4	9	9	17	15	24
699.5282	23	2	4	7	11	17	12	17
699.735	16	0	6	8	9	21	18	21
699.941833	22	0	6	9	10	23	17	21
700.1487	19	0	9	11	12	23	23	16
700.3555	23	0	7	7	13	21	18	13
700.5624	21	1	5	6	9	22	15	12
700.7692	19	2	8	8	5	14	18	16
700.976	18	0	11	8	12	23	13	9
701.182861	20	2	6	11	9	9	18	15
701.3897	25	0	14	9	8	17	18	13
701.596558	20	0	4	8	9	20	15	12
701.8034	19	0	12	9	7	16	15	20
702.010254	19	0	11	9	11	23	23	13
702.2171	29	0	9	10	9	22	10	16
702.4239	21	0	6	8	10	16	19	11
702.630737	18	0	7	5	6	20	24	14
702.8376	25	0	4	9	8	14	21	16
703.044434	16	0	10	4	8	19	14	12
703.2513	18	0	10	6	12	18	17	14
703.4581	12	0	8	6	7	16	13	15
703.6649	18	0	5	8	4	13	17	11
703.871765	18	0	8	15	8	20	8	14
704.0786	20	0	7	4	11	28	23	21
704.285461	19	0	7	10	9	18	14	12
704.4923	20	0	7	12	12	20	13	11
704.699158	21	0	8	7	9	17	21	21
704.906	21	0	5	10	13	11	19	14
705.1128	13	0	5	11	10	16	15	13
705.319641	19	0	5	11	7	24	14	13
705.5265	25	0	14	6	8	22	17	16
705.733337	24	1	7	3	6	15	9	14
705.9402	21	1	7	5	6	17	16	20
706.147034	21	0	11	3	11	19	16	10
706.3538	14	0	7	6	11	11	8	15
706.560669	22	0	10	11	8	16	13	10
706.7675	20	0	6	6	10	13	17	25
706.974365	26	1	4	12	12	17	12	12
707.1812	26	2	8	6	4	26	23	12
707.388062	20	0	15	4	11	17	17	14
707.594849	16	0	5	8	8	15	17	12
707.8017	15	0	7	8	13	15	13	16
708.008545	15	1	5	10	11	19	21	16
708.2154	27	1	4	7	9	14	11	21
708.422241	22	0	7	12	13	19	23	11
708.6291	23	0	5	9	4	15	18	19
708.835938	19	0	6	10	12	23	15	22
709.0427	19	0	12	4	10	15	12	21
709.2496	26	0	12	10	9	23	19	15
709.4564	23	0	7	2	8	20	13	12
709.663269	24	0	6	6	11	20	22	13
709.8701	19	1	3	9	6	14	17	14
710.076965	19	0	3	4	11	14	15	15
710.283752	16	2	3	6	7	22	13	13
710.4906	18	0	5	9	10	18	15	11
710.697449	21	1	9	5	10	23	19	12
710.9043	13	1	13	11	10	20	19	11
711.111145	16	0	5	6	10	15	23	11
711.318	26	0	7	9	14	23	29	14
711.5248	15	0	7	11	9	14	17	14
711.7316	9	0	8	7	16	23	11	9
711.9385	15	1	7	9	15	18	20	11
712.1453	21	0	13	18	11	22	17	12
712.3522	18	0	13	10	15	21	14	15
712.559	20	0	7	13	5	14	19	15
712.765869	19	1	10	9	6	20	9	12
712.972656	22	1	4	8	5	18	14	11
713.1795	22	0	8	5	11	16	11	16
713.386353	15	1	7	5	10	16	19	20
713.5932	23	0	11	7	8	15	21	14
713.800049	26	1	10	7	11	14	13	13
714.0069	19	3	9	9	9	17	16	12
714.2137	16	0	7	10	8	16	22	7
714.420532	18	0	5	10	8	17	12	16
714.6274	20	1	7	8	10	14	10	12
714.8342	17	0	8	10	6	21	14	13
715.0411	20	0	9	16	6	10	13	18
715.2479	19	2	8	10	6	27	14	17
715.4548	16	1	5	7	7	17	19	22
715.66156	20	0	3	6	7	18	19	13
715.8684	22	0	7	9	7	14	17	13
716.075256	10	0	9	10	9	23	18	16
716.2821	14	0	7	9	7	18	11	16
716.488953	24	0	6	5	9	22	10	13
716.6958	17	0	6	10	13	19	16	15
716.9026	10	0	7	8	9	19	14	14
717.109436	20	1	8	12	11	26	13	15
717.3163	22	1	4	9	5	18	18	16
717.523132	13	0	12	13	8	19	16	15
717.73	20	0	4	8	9	12	16	17
717.9368	13	0	9	8	4	22	18	14
718.1437	22	0	8	9	10	15	19	13
718.350464	19	0	6	8	8	14	15	15
718.5573	28	1	5	4	17	22	20	14
718.76416	22	0	5	9	14	15	17	7
718.971	23	1	9	6	6	16	15	21
719.177856	20	0	8	3	9	12	16	13
719.3847	17	0	5	13	9	16	17	13
719.5915	19	0	6	13	13	18	15	17
719.79834	13	1	6	12	9	20	12	17
720.0052	22	0	12	8	9	17	12	18
720.212036	18	0	5	5	13	21	13	11
720.4189	21	0	6	7	12	25	17	11
720.625732	28	0	3	3	14	20	17	13
720.8325	25	0	4	8	6	22	9	16
721.039368	17	0	6	10	7	28	17	12
721.2462	22	0	7	10	6	19	16	16
721.453064	15	1	9	9	9	19	20	15
721.6599	20	0	7	10	7	14	21	17
721.86676	12	0	4	7	8	14	16	9
722.0736	17	1	5	3	11	14	11	19
722.2804	17	0	7	14	13	13	19	12
722.487244	20	0	8	12	6	15	24	13
722.6941	8	1	8	10	10	14	19	16
722.90094	12	0	10	8	4	19	21	17
723.1078	17	0	3	5	14	21	15	15
723.314636	23	0	9	7	9	25	16	13
723.5214	23	1	7	9	8	23	15	19
723.7283	19	0	4	9	10	16	16	11
723.9351	27	1	4	4	8	16	21	7
724.141968	18	0	7	6	10	15	14	14
724.3488	12	0	3	14	11	13	21	17
724.555664	19	0	9	10	13	19	18	14
724.762451	13	0	10	10	8	21	11	15
724.9693	19	0	6	2	13	17	12	7
725.176147	16	0	5	10	9	17	15	12
725.383	20	0	7	9	6	10	20	14
725.589844	18	0	12	14	16	17	14	23
725.7967	13	0	6	11	6	10	14	17
726.00354	14	0	7	5	10	14	24	19
726.2103	22	1	5	14	8	17	13	14
726.4172	19	0	15	5	12	15	16	11
726.624	21	1	8	7	8	21	19	14
726.8309	15	0	9	7	8	12	10	8
727.0377	16	0	6	5	14	15	11	15
727.244568	22	0	6	10	10	17	8	19
727.451355	13	0	3	9	14	19	20	20
727.6582	16	0	8	9	7	12	18	14
727.865051	14	0	7	5	7	16	11	16
728.0719	14	0	7	6	10	21	15	19
728.278748	21	1	6	15	9	22	17	16
728.4856	8	2	4	5	7	15	17	11
728.692444	11	1	2	9	9	18	14	6
728.899231	10	0	4	6	15	15	20	14
729.1061	15	1	9	9	6	12	14	16
729.3129	15	0	3	13	6	18	11	12
729.5198	21	0	8	9	16	29	14	14
729.7266	18	0	7	7	13	23	21	9
729.9335	19	0	7	5	17	18	14	18
730.140259	18	1	6	6	7	20	15	21
730.3471	21	0	7	8	10	14	11	13
730.553955	19	0	9	8	8	16	13	14
730.7608	14	0	10	4	14	16	13	15
730.967651	13	0	5	16	7	16	12	21
731.1745	14	0	2	5	8	19	19	11
731.381348	14	0	8	8	10	21	19	10
731.588135	14	0	3	8	12	24	17	11
731.795	19	1	1	13	11	12	12	12
732.001831	18	1	6	14	10	18	20	6
732.2087	16	0	8	7	15	13	12	16
732.4155	16	1	4	5	11	12	11	10
732.6224	19	1	5	12	7	17	20	13
732.829163	17	0	12	10	11	18	15	11
733.036	9	0	4	7	13	11	18	23
733.242859	12	0	8	7	6	24	17	8
733.4497	16	0	5	6	5	11	7	12
733.656555	9	0	2	9	9	19	12	12
733.8634	24	0	10	9	12	23	13	16
734.0702	10	0	9	5	6	18	10	11
734.277039	17	1	5	8	12	17	16	10
734.4839	26	0	8	8	9	7	13	11
734.690735	18	0	9	4	8	14	13	14
734.8976	18	0	8	9	16	12	21	11
735.104431	19	0	7	9	9	22	11	10
735.3113	15	1	6	4	13	16	14	14
735.518066	24	0	7	8	13	23	15	16
735.7249	17	0	11	8	14	16	13	12
735.931763	16	0	3	8	8	21	14	18
736.1386	19	0	9	10	10	14	14	12
736.345459	16	0	7	5	8	18	20	15
736.5523	19	1	9	6	11	21	12	17
736.7591	25	0	10	3	9	22	19	15
736.965942	23	1	11	12	8	18	12	16
737.1728	27	1	10	8	12	19	18	9
737.379639	16	0	9	12	9	15	14	4
737.5865	16	1	4	10	10	12	17	12
737.793335	8	1	7	9	6	16	19	12
738.0001	20	2	10	8	13	13	13	12
738.207	20	0	8	5	15	6	16	10
738.4138	16	0	13	8	17	12	15	13
738.620667	13	2	3	6	9	18	7	17
738.8275	16	0	5	8	9	11	18	13
739.034363	15	1	5	9	8	12	18	10
739.2412	13	0	5	7	10	22	10	18
739.448	16	0	12	4	6	10	18	12
739.654846	16	0	8	10	7	13	10	14
739.8617	14	0	8	7	15	15	21	16
740.068542	17	1	5	9	14	12	19	9
740.2754	16	0	6	5	6	17	11	19
740.482239	11	0	6	9	7	11	10	19
740.689	25	0	5	10	4	15	16	20
740.8959	18	0	7	10	7	16	17	11
741.1027	18	0	7	13	18	15	12	9
741.3096	25	1	6	6	10	18	13	18
741.5164	8	0	6	8	11	19	12	15
741.723267	20	2	7	10	7	11	12	9
741.9301	13	0	6	12	9	22	11	15
742.1369	17	0	7	9	12	10	15	16
742.34375	16	0	5	5	7	15	24	8
742.5506	19	1	10	8	9	16	15	11
742.757446	21	0	5	15	13	13	13	7
742.9643	19	0	8	4	6	16	10	19
743.171143	16	1	3	6	6	19	16	10
743.3779	15	0	5	7	10	15	12	11
743.5848	14	0	1	9	6	14	9	15
743.7916	16	0	7	10	6	12	11	12
743.9985	14	1	3	4	11	19	10	13
744.2053	20	0	10	10	9	18	8	15
744.4122	20	0	7	8	4	19	15	12
744.619	19	0	8	7	5	18	15	14
744.8258	10	0	4	4	6	10	14	9
745.032654	15	0	7	6	8	10	13	8
745.2395	19	0	3	10	8	19	22	20
745.44635	19	1	11	6	8	17	13	9
745.6532	25	0	7	7	5	23	12	18
745.860046	13	1	9	11	9	13	12	13
746.066833	13	0	6	7	10	14	13	7
746.2737	19	0	11	8	7	16	17	11
746.4805	12	2	10	8	11	16	14	21
746.6874	20	0	7	8	14	18	15	18
746.8942	14	1	3	12	4	17	12	6
747.1011	20	1	13	7	12	17	9	7
747.307861	15	0	9	8	9	18	17	19
747.5147	15	0	4	8	9	21	11	8
747.721558	19	0	8	4	9	19	7	14
747.9284	18	0	7	7	11	12	12	14
748.135254	15	0	10	9	7	14	10	15
748.3421	18	0	6	6	8	13	11	12
748.54895	19	1	4	6	12	16	12	12
748.755737	20	0	5	9	9	22	11	11
748.9626	7	0	4	8	12	12	13	12
749.169434	17	0	5	7	12	19	10	13
749.3763	12	0	10	7	6	22	8	15
749.5831	17	2	9	9	7	15	15	13
749.79	14	1	10	8	10	20	15	9
749.996765	16	0	6	11	6	15	12	13
750.2036	17	0	10	6	6	16	17	15
750.410461	27	0	9	8	9	21	16	10
750.6173	13	2	8	6	7	10	17	3
750.824158	17	0	6	7	10	6	12	20
751.031	19	0	4	9	13	21	18	16
751.2378	20	0	7	3	10	19	18	7
751.444641	12	1	9	11	12	15	15	11
751.6515	11	0	5	9	16	18	18	9
751.858337	16	1	3	15	6	12	17	8
752.0652	25	0	8	6	12	17	15	9
752.272034	8	1	9	5	7	12	13	11
752.4789	18	1	5	8	4	15	14	12
752.685669	12	0	2	5	9	12	15	16
752.8925	11	0	4	10	7	14	14	15
753.099365	27	0	4	6	11	14	12	9
753.3062	22	0	8	9	16	17	13	10
753.513062	13	0	3	9	3	22	17	14
753.7199	17	0	3	10	11	14	18	15
753.9267	19	0	11	8	8	16	10	11
754.133545	18	0	5	3	10	14	11	19
754.3404	10	0	8	3	8	19	11	13
754.547241	16	0	5	10	6	9	17	9
754.7541	18	0	5	7	13	22	11	12
754.960938	17	0	5	7	11	15	15	15
755.1678	15	0	6	7	14	14	14	7
755.3746	15	0	2	10	9	20	12	16
755.5814	11	0	6	12	16	18	12	16
755.788269	11	0	10	4	7	13	18	17
755.9951	20	0	4	5	7	19	14	12
